Customer_Type,Number_of_Houses,Avg_Household_Size,Avg_Age,Household_Profile,Married,Living_Together,Other_Relation,Singles,Household_Without_Children,Household_With_Children,High_Education_Level,Medium_Education_Level,Low_Education_Level,High_Status,Entrepreneur,Farmer,Middle_Management,Skilled_Labourers,Unskilled_Labourers,Social_Class_A,Social_Class_B1,Social_Class_B2,Social_Class_C,Social_Class_D,Rented_House,Home_Owner,Owns_One_Car,Owns_Two_Cars,Owns_No_Car,National_Health_Insurance,Private_Health_Insurance,Income_Less_Than_30K,Income_30K_to_45K,Income_45K_to_75K,Income_75K_to_122K,Income_Above_123K,Average_Income,Purchasing_Power_Class,Private_Third_Party_Insurance_Contribution,Business_Third_Party_Insurance_Contribution,Agricultural_Third_Party_Insurance_Contribution,Car_Policy_Contribution,Delivery_Van_Policy_Contribution,Motorcycle_Scooter_Policy_Contribution,Lorry_Policy_Contribution,Trailer_Policy_Contribution,Tractor_Policy_Contribution,Agricultural_Machine_Policy_Contribution,Moped_Policy_Contribution,Life_Insurance_Contribution,Private_Accident_Insurance_Contribution,Family_Accident_Insurance_Contribution,Disability_Insurance_Contribution,Fire_Insurance_Contribution,Surfboard_Insurance_Contribution,Boat_Insurance_Contribution,Bicycle_Insurance_Contribution,Property_Insurance_Contribution,Social_Security_Insurance_Contribution,Number_Private_Third_Party_Insurance,Number_Business_Third_Party_Insurance,Number_Agricultural_Third_Party_Insurance,Number_Car_Policies,Number_Delivery_Van_Policies,Number_Motorcycle_Scooter_Policies,Number_Lorry_Policies,Number_Trailer_Policies,Number_Tractor_Policies,Number_Agricultural_Machine_Policies,Number_Moped_Policies,Number_Life_Insurances,Number_Private_Accident_Insurances,Number_Family_Accident_Insurances,Number_Disability_Insurances,Number_Fire_Insurances,Number_Surfboard_Insurances,Number_Boat_Insurances,Number_Bicycle_Insurances,Number_Property_Insurances,Number_Social_Security_Insurances,Number_Mobile_Home_Policies,Mobile_Home_Policies
Middle-Class Families,1,1,40-50 years,Average Family,0,2,7,7,2,1,0,7,2,0,0,0,3,0,6,0,3,4,0,2,8,1,2,0,7,7,2,6,3,0,2,0,3,6,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2.392091939,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,4,30-40 years,Family with Grown-Ups,9,0,0,0,2,7,2,3,4,3,1,0,4,1,1,3,2,2,4,0,0,9,7,2,0,6,3,0,6,3,0,0,4,3,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.037463583,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,7,1,2,1,4,4,1,2,6,1,0,1,3,2,4,1,1,2,6,1,5,4,5,2,3,6,3,2,5,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Middle-Class Families,1,3,40-50 years,Average Family,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,7,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,4,6,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.23975816,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,50-60 years,Family with Grown-Ups,6,0,3,3,4,3,0,7,2,2,0,2,4,0,2,2,1,5,2,0,2,7,6,3,0,3,6,0,7,2,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Seniors & Retired,1,2,60-70 years,Retired and Religious,6,0,3,3,4,2,0,1,8,1,0,0,1,4,5,0,1,1,4,5,9,0,4,3,3,9,0,1,8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Middle-Class Families,2,3,30-40 years,Average Family,9,0,0,0,4,5,2,5,2,2,2,0,4,0,2,3,0,4,2,0,7,2,7,2,0,6,3,4,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.850860554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No Policy
Young & Low-income,1,2,60-70 years,Cruising Seniors,5,1,3,4,5,1,1,5,4,3,1,0,4,1,2,3,2,2,2,3,6,3,7,1,1,5,4,4,4,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.395585101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Seniors & Retired,1,3,50-60 years,Retired and Religious,8,1,1,2,5,3,2,3,5,1,1,1,5,3,1,1,1,3,5,1,4,5,7,0,2,5,4,2,3,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.653304878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Middle-Class Families,2,3,40-50 years,Driven Growers,7,1,2,2,3,5,3,4,3,4,0,0,4,1,0,4,2,2,2,0,1,8,8,0,1,6,3,0,5,4,0,0,4,7,50-99,0,0,6,0,0,0,0,0,0,0,4.755748332,0,0,0,4.292199665,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,No Policy
Middle-Class Families,1,3,30-40 years,Average Family,6,2,1,2,3,5,3,6,0,2,0,0,5,1,1,2,3,4,1,0,2,7,7,2,0,5,4,1,0,5,3,0,6,6,50-99,0,0,6,0,0,0,0,0,0,0,3.698281243,0,0,0,4.68186597,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,3,50-60 years,Successful Hedonists,7,0,2,2,4,4,0,4,5,1,0,0,3,2,5,0,1,4,3,2,2,7,6,0,3,8,1,2,4,4,0,0,4,6,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,40-50 years,Conservative Families,5,1,3,2,4,3,0,3,6,1,0,1,2,2,5,1,1,2,5,3,8,1,6,1,3,6,3,4,4,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3.833964495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No Policy
Middle-Class Families,1,2,40-50 years,Average Family,7,1,1,1,8,1,5,4,0,4,0,0,1,4,0,5,4,0,0,0,9,0,8,1,1,4,5,0,5,4,0,0,5,6,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35757052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,2,40-50 years,Successful Hedonists,8,1,0,0,7,2,4,3,3,6,0,0,1,1,3,6,1,1,1,3,0,9,9,0,0,4,5,3,3,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Middle-Class Families,1,3,40-50 years,Average Family,6,2,1,1,4,5,2,5,3,1,0,0,6,1,2,1,3,4,3,0,1,8,7,2,0,8,1,1,3,6,1,0,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,2,40-50 years,Successful Hedonists,5,0,4,3,3,4,1,3,5,1,0,1,6,1,3,1,2,2,3,3,2,7,7,0,2,7,2,0,5,4,0,0,4,6,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46528191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,2,50-60 years,Successful Hedonists,7,1,2,0,9,0,0,0,9,4,0,0,2,2,1,0,0,5,4,0,5,5,6,2,1,5,4,5,5,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,3,40-50 years,Successful Hedonists,8,0,1,1,4,5,5,4,2,6,1,0,3,1,0,6,2,1,2,0,0,9,7,2,1,1,8,1,0,3,5,0,8,8,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Farmers,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,1,2,2,5,2,2,7,7,0,2,7,2,0,4,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.425096227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Young & Low-income,1,2,20-30 years,Living Well,4,2,4,2,5,3,1,4,5,0,0,0,4,3,3,0,1,2,6,0,9,0,4,0,5,8,1,4,2,4,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,3,40-50 years,Conservative Families,5,1,3,3,2,4,2,3,5,2,1,0,3,2,3,2,2,2,3,2,5,4,4,2,4,7,2,3,5,1,1,0,3,4,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.158431349,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No Policy
Wealthy & Affluent,1,3,40-50 years,Successful Hedonists,8,1,0,0,5,4,4,1,5,4,0,2,2,2,0,3,1,3,3,0,0,9,6,3,0,3,6,3,3,3,2,0,5,8,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111220964,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,No Policy
Rural & Low-income,1,4,30-40 years,Conservative Families,9,0,0,0,3,6,2,4,4,2,0,0,3,5,0,2,0,3,5,0,0,9,9,0,0,7,2,0,5,4,0,0,4,5,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.669,0,0,1.347528191,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,1,0,0,0,No Policy
Rural & Low-income,1,1,30-40 years,Family with Grown-Ups,1,2,6,5,3,2,2,5,2,2,0,0,4,1,3,2,3,3,3,0,9,0,5,1,3,5,4,4,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,No Policy
Rural & Low-income,1,2,30-40 years,Conservative Families,7,1,2,3,4,3,1,1,8,1,0,0,3,6,0,1,1,1,8,0,3,6,7,1,1,8,1,0,7,2,0,0,4,4,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.790682029,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,,,,
Middle-Class Families,1,3,40-50 years,Average Family,7,1,1,0,4,5,0,6,3,1,1,0,4,2,3,0,0,4,3,3,0,9,6,2,2,8,1,0,6,0,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.106112814,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,,,,
Middle-Class Families,1,5,40-50 years,Driven Growers,9,0,0,0,0,8,5,4,0,7,0,0,2,0,0,7,0,2,0,0,0,9,9,0,0,4,5,0,0,9,0,0,5,7,50-99,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.256034713,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,,,,
Wealthy & Affluent,2,3,40-50 years,Successful Hedonists,6,0,3,1,4,4,3,2,5,1,0,1,4,2,4,1,3,2,4,1,3,6,7,0,2,7,2,0,4,5,0,0,4,6,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.931015705,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,,,,
Seniors & Retired,1,1,,Cruising Seniors,3,0,6,6,2,1,1,1,7,0,0,2,2,4,2,0,1,4,5,0,8,1,3,0,6,9,0,2,5,2,1,0,4,1,50-99,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.403869219,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,,,,
Rural & Low-income,1,2,40-50 years,Conservative Families,9,0,0,2,5,2,2,5,2,1,0,0,3,3,3,1,2,3,4,1,6,3,7,0,2,7,2,1,3,3,2,0,6,5,Jan-49,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4.538575227,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,2,0,0,0,,,,
Middle-Class Families,1,3,40-50 years,Average Family,9,0,0,0,4,5,0,4,5,3,1,2,2,2,1,2,1,4,3,0,3,6,6,2,1,5,4,0,0,7,2,0,6,6,0,0,0,0,0,0,0,0,0,0,3.320982233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,
Rural & Low-income,1,2,40-50 years,Conservative Families,9,0,0,2,4,3,0,0,9,0,0,0,4,5,0,0,0,0,9,0,6,3,9,0,0,9,0,3,4,3,1,0,3,5,0,0,0,6,0,0,0,0,0,0,0,3.409675107,0,2.284418978,0,4.096,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,,,,
Middle-Class Families,1,2,40-50 years,Average Family,7,1,1,5,1,4,5,4,0,4,0,0,5,1,0,1,8,0,0,0,9,0,8,1,1,4,5,0,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,
Rural & Low-income,1,2,50-60 years,Family with Grown-Ups,7,0,2,2,4,3,1,5,4,1,0,0,3,1,4,1,1,4,4,0,2,7,5,3,2,5,4,2,5,3,0,0,4,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,
Young & Low-income,1,2,30-40 years,Living Well,1,3,5,4,3,2,1,4,5,1,0,0,3,1,5,1,1,3,4,2,8,1,7,0,2,6,3,5,3,1,1,0,3,2,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37369885,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,,,,
Rural & Low-income,1,3,30-40 years,Family with Grown-Ups,9,0,0,0,2,7,1,1,8,1,0,0,2,6,2,1,1,1,5,4,3,6,6,1,2,7,2,3,5,2,1,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,,,,
Wealthy & Affluent,1,3,50-60 years,Successful Hedonists,9,0,0,0,4,5,3,6,0,4,0,0,4,2,0,4,2,4,0,0,0,9,6,3,0,3,6,0,6,3,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,
Rural & Low-income,1,4,30-40 years,Family with Grown-Ups,9,0,0,0,2,7,2,3,4,3,1,0,4,1,1,3,2,2,4,0,0,9,7,2,0,6,3,0,6,3,0,0,4,3,50-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.084914997,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,,,,
Middle-Class Families,2,2,60-70 years,Average Family,5,0,4,4,2,3,2,3,4,4,0,0,2,0,4,4,2,0,0,4,0,9,4,2,4,5,4,3,5,1,1,0,3,6,50-99,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4.52182815,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,,,,
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,7,1,2,0,3,6,4,2,4,4,0,1,0,2,3,4,0,2,3,2,2,7,7,2,0,5,4,2,2,3,3,0,5,4,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,2,0,0,0,,,,,,,,0,0,0,0,0,,,,
Young & Low-income,2,2,30-40 years,Living Well,4,1,5,3,0,6,0,0,9,0,0,0,0,4,5,0,0,0,4,5,9,0,5,1,3,8,1,5,4,0,0,0,2,2,50-99,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,0,1,0,0,0,,,,
Wealthy & Affluent,1,4,30-40 years,Successful Hedonists,7,1,2,2,4,4,5,4,0,0,5,4,0,0,0,9,0,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,0,0,0,0,0,,,,
Young & Low-income,1,2,30-40 years,Living Well,6,0,3,4,2,4,3,5,2,3,1,0,2,2,2,4,2,1,2,1,6,3,7,1,1,2,7,2,3,3,3,0,5,4,50-99,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,0,1,0,0,0,,,,
Rural & Low-income,1,2,30-40 years,Family with Grown-Ups,3,2,4,4,4,2,0,5,4,0,0,0,7,0,2,0,5,0,4,0,7,2,7,0,2,9,0,4,5,0,0,0,3,4,0,0,100-199,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,0,1,0,0,0,,,,
Rural & Low-income,1,4,40-50 years,Family with Grown-Ups,7,1,2,0,0,9,0,0,9,0,0,0,0,5,4,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,4,3,50-99,0,0,6,0,6,0,0,0,0,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,0,1,0,0,0,,,,
Middle-Class Families,1,4,40-50 years,Driven Growers,6,1,3,0,2,7,4,4,2,3,1,0,5,2,1,2,2,3,2,1,1,8,8,0,1,6,3,1,3,4,3,1,5,7,50-99,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,0,0,0,0,0,,,,
Young & Low-income,1,2,20-30 years,Living Well,0,6,3,3,5,2,0,5,4,2,0,0,4,2,2,2,2,2,4,2,9,0,5,3,3,9,0,5,2,3,0,0,3,3,50-99,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,0,1,0,0,0,,,,
Rural & Low-income,1,2,40-50 years,Family with Grown-Ups,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,2,1,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,3,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,0,0,0,0,0,,,,
Rural & Low-income,2,4,40-50 years,Family with Grown-Ups,7,0,2,1,3,5,4,5,0,4,1,0,3,0,3,4,2,4,0,0,8,1,6,3,0,0,9,0,4,4,1,1,6,6,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,0,0,0,0,0,,,,
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,8,0,1,1,4,4,0,4,5,1,0,0,4,2,2,1,1,3,4,2,0,9,7,1,2,6,3,0,5,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,0,0,0,0,0,,,,
Young & Low-income,3,2,50-60 years,Living Well,4,2,4,5,4,2,3,2,5,5,0,0,4,1,0,2,2,1,4,1,8,1,1,2,6,8,1,7,2,1,0,0,2,3,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,0,0,0,0,0,,,,
Rural & Low-income,1,2,40-50 years,Family with Grown-Ups,6,1,2,2,3,4,3,1,6,2,0,0,3,3,2,2,1,2,5,0,2,7,7,0,2,8,1,2,5,2,0,0,3,6,50-99,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,2,0,0,0,,,,,,,,0,1,0,0,0,,,,
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,6,0,3,3,3,4,0,4,5,1,0,0,3,5,2,1,2,0,7,1,8,1,5,0,4,9,0,0,0,9,0,0,4,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,0,1,0,0,0,,,,
Middle-Class Families,1,2,50-60 years,Driven Growers,5,2,3,0,6,3,6,3,0,0,0,0,6,3,0,0,6,0,3,0,0,9,6,1,2,7,2,0,0,9,0,0,4,7,50-99,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,,,
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,5,0,4,2,3,4,0,3,6,0,0,2,0,3,5,1,0,0,7,2,4,5,3,2,4,7,2,6,2,2,0,0,2,3,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,7,2,1,1,6,3,0,2,7,1,0,0,2,3,4,0,2,1,7,1,6,3,7,1,2,7,2,5,3,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
Rural & Low-income,1,4,40-50 years,Family with Grown-Ups,7,1,2,0,0,9,0,0,9,0,0,0,0,5,4,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,4,5,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rural & Low-income,2,3,30-40 years,Family with Grown-Ups,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0,Jan-49,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
Middle-Class Families,1,3,40-50 years,Average Family,7,1,2,1,3,5,0,3,6,1,0,0,3,4,2,1,3,1,5,1,8,1,6,1,2,9,0,1,5,3,0,0,3,4,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Middle-Class Families,1,3,40-50 years,Average Family,9,0,0,0,3,6,5,2,2,2,0,0,5,0,2,2,5,0,2,0,0,9,6,0,3,9,0,0,4,5,0,0,4,8,50-99,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
Seniors & Retired,1,2,50-60 years,Retired and Religious,3,0,6,6,2,2,1,1,7,0,0,0,0,5,4,0,0,0,6,3,9,0,5,0,4,9,0,6,3,0,0,0,2,2,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rural & Low-income,1,2,60-70 years,Family with Grown-Ups,5,1,3,3,5,1,1,5,3,3,1,0,4,1,2,2,3,3,2,1,5,4,7,1,1,5,4,3,3,3,1,0,3,3,50-99,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Wealthy & Affluent,1,2,50-60 years,Successful Hedonists,6,0,3,3,4,3,7,2,0,7,0,0,2,0,1,7,2,0,0,0,0,9,5,4,0,3,6,0,3,6,0,0,4,6,50-99,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
Young & Low-income,1,2,40-50 years,Cruising Seniors,3,2,5,5,3,3,2,3,4,1,1,0,4,2,3,1,4,1,3,2,7,2,6,1,3,8,1,5,3,2,0,0,3,1,50-99,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
Young & Low-income,1,2,30-40 years,Living Well,3,2,5,5,3,2,2,6,2,1,0,0,3,2,4,1,3,3,4,1,8,1,5,0,4,8,1,6,2,1,0,1,3,3,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Middle-Class Families,1,3,40-50 years,Driven Growers,7,2,0,0,2,7,4,4,2,3,0,0,5,2,1,2,3,3,2,1,0,9,9,0,0,4,5,1,2,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,
Rural & Low-income,1,2,40-50 years,Family with Grown-Ups,5,2,3,2,6,1,1,3,5,2,1,0,3,1,4,1,1,2,3,3,4,5,7,1,2,6,3,3,4,3,1,0,3,4,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Rural & Low-income,1,3,40-50 years,Conservative Families,5,1,4,3,2,4,1,2,7,0,0,0,2,4,4,0,1,1,5,3,8,1,4,1,5,8,1,5,4,1,1,0,3,4,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Middle-Class Families,2,3,40-50 years,Driven Growers,9,0,0,0,4,5,2,4,4,5,0,0,4,0,0,5,0,0,4,0,2,7,7,2,0,6,3,5,2,0,2,0,4,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Wealthy & Affluent,1,3,30-40 years,Driven Growers,5,4,0,0,4,5,3,6,0,3,0,0,6,0,0,3,2,4,0,0,0,9,6,3,0,6,3,0,3,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Seniors & Retired,1,2,40-50 years,Retired and Religious,3,2,5,4,2,3,1,4,5,3,0,0,4,2,2,1,2,4,3,2,3,6,5,1,3,7,2,3,2,3,2,1,5,3,50-99,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,7,1,1,1,4,4,1,2,7,2,1,1,1,4,2,2,1,2,5,1,2,7,4,4,2,7,2,3,3,3,0,1,4,3,50-99,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
Rural & Low-income,1,3,40-50 years,Family with Grown-Ups,4,0,5,3,2,5,1,3,6,0,0,2,2,4,3,0,1,3,5,1,2,7,5,1,3,7,2,3,3,3,0,0,3,3,50-99,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
